word,nFix,FFD,GPT,TRT,fixProp
thought,15.7088122605364,3.988682314397975,4.391903501838551,5.293423599894613,83.33333333333334
rocki,19.157088122605362,3.6438823785468006,17.669564818951397,6.48819547063473,80.55555555555556
pair,14.272542872948554,3.360511436188183,7.049938745590306,4.617153354223357,75.11883541295305
costum,34.27377220480668,4.917694766143167,8.765062217070879,13.667136327708855,100.0
fleme,34.69174503657263,4.262564474255598,9.55109360209192,12.450287263854742,84.84848484848484
associ,22.43361078081649,4.058005706243411,6.763356010575077,7.5099946160807365,88.21839080459772
vice,13.387423935091277,3.4782544242137567,5.325902311850889,4.823695174485479,64.86928104575163
due,15.851551348508748,3.830196981366518,4.825357293907861,5.025215923912666,90.6318082788671
alexand,38.9087065662571,4.275456003741488,8.23064188720788,13.285166413665912,95.40229885057472
jewish,17.380703587600138,3.3819760545764885,4.66203670437493,5.4072461096757465,76.010101010101
howard,16.602809706257982,3.809218338927264,4.4201595320190465,5.905510307723443,81.48148148148148
grand,15.743643329850224,4.631107806474658,16.623918139434135,6.063521916300363,82.82828282828284
offer,28.35249042145594,4.105524817576779,7.4951029244991245,10.048455273377092,83.33333333333333
plenti,17.938000696621387,3.877775660311143,6.046235057541288,6.118402485975256,88.38383838383838
jose,14.517985337038285,2.7920099833795597,5.913256491157058,4.686422248041473,64.38625606982605
stun,23.162661093695576,4.5592527911507945,7.700566613244026,7.989757015496731,88.3838383838384
sex,14.942528735632182,3.6278451722281404,6.538598119064804,5.18803624408628,80.55555555555556
medal,16.219667943805874,4.198693349523276,13.700738093328907,6.281239141474889,78.70370370370371
worst,19.540229885057467,3.528185390105044,6.402281865356198,6.491632014845872,86.1111111111111
conflict,28.73563218390805,5.3128973504244135,10.882390001947376,10.870934854576904,97.22222222222221
viscer,26.819923371647505,4.757322702956574,8.078169925656095,10.73920065981649,91.66666666666667
stop,16.47509578544061,4.232676953389006,4.781378512434563,5.462959780977582,91.66666666666667
regular,16.977143612101994,3.946614273192625,11.751532850136783,6.655453789079663,79.21455938697319
pop,14.559386973180077,3.549950170108939,6.688660549617971,4.775650938749327,77.77777777777777
lawford,16.227180527383364,4.021969624992167,5.229207391400149,6.606250871770407,78.4313725490196
histori,19.558669862929502,4.319782016509012,19.399903115181385,7.626256704706944,88.05704099821746
stupid,21.59526297457332,4.950810555814164,7.949976412810187,7.658494981083386,94.44444444444446
filmmak,26.436781609195403,4.521346667124873,8.330183167806455,9.452787610112605,91.66666666666667
victori,23.851675694719688,4.515382090390593,8.353685970170007,8.699183748332258,92.1455938697318
failur,16.823406478578892,3.7979020418279497,6.178698216225279,5.982711058486859,70.95959595959597
themselv,21.73458725182863,4.879892779820612,11.510548628662654,7.859064197769996,93.93939393939394
unfunni,26.81992337164751,5.460668751503488,12.397905999060681,10.29359542710517,100.0
summer,16.99756182514803,4.252220129054384,5.752150183230289,5.635793656000537,92.5925925925926
alabama,19.79565772669221,4.89554814789359,10.41311079800375,7.493957409762078,95.37037037037037
breathtak,30.268199233716473,3.828310251211382,9.621178276458528,10.722017938760784,94.44444444444444
leonard,33.089515848136536,5.076192350669138,9.771969670935272,12.747287993860041,96.96969696969695
twist,24.799721351445488,4.194770829363084,10.80324534738776,9.086951858181111,86.1111111111111
irish,15.974809530100847,3.811583102683283,5.394429032662839,5.357567158434827,80.47254150702426
washington,28.37502817218842,4.3724297513087516,7.19255226747904,9.975209713425905,94.44444444444444
quarter,20.153256704980844,3.49840200694182,9.96865108002948,6.988709043075173,81.48148148148148
minist,24.137931034482758,4.750449614534292,9.483716508012877,9.298143120611247,91.66666666666667
struck,17.496807151979564,4.036793933353953,7.199178284095293,5.679843904525167,89.81481481481482
promot,24.35372352138107,3.8422670974328756,10.662240503057406,8.098894525611406,85.9514687100894
bill,9.107129441815038,2.47287993860041,5.2930586074538875,2.9104665681524,58.156318082788665
christian,23.946360153256705,4.2973985360321665,5.325498012531932,9.164404275060999,79.86111111111111
quick,18.04249390456287,4.035336005506802,8.605002566994388,6.478198251111411,85.60606060606062
arrest,20.58823529411765,4.41616146097602,5.324723105503929,7.185763408081539,93.99509803921569
albert,19.644723092998955,3.4053029001309008,5.522214134193928,7.341708087438183,69.6969696969697
bachelor,20.306513409961685,3.8477840017411826,6.284293847440348,6.275129729543971,91.66666666666667
collabor,22.62585284897658,3.943462048147271,9.631059106783965,7.341885734108633,83.3184789067142
relationship,24.27725531173807,4.127706148394144,21.935461699714768,8.677169995428356,85.60606060606061
promin,28.22477650063857,4.381212030959445,7.230870858486928,9.384820402381143,96.2962962962963
attempt,22.117729014280737,4.504268083772534,9.535368808883364,7.721081740807506,94.44444444444446
brevet,24.904214559386972,4.800470424718681,8.611597954874357,10.641068230676122,86.1111111111111
descent,19.163253622231025,4.490050602596241,23.75903651714765,7.707519728669882,85.66958584199965
groucho,27.725531173807042,4.365383100047523,7.032696808977781,10.464728386306447,90.23569023569024
win,18.097813838178947,4.104648835719037,5.870763027366348,6.183825466679335,85.78431372549021
materi,20.306513409961685,4.312862984982303,8.71393060471723,7.065534898106463,88.88888888888887
bland,19.05259491466388,4.196541170320338,5.455774279445197,7.253086901872084,80.3030303030303
vision,21.00518368266847,4.239280508931983,5.865978818758681,7.8653737174446405,90.52287581699346
rather,25.182863113897596,3.9163066105572724,6.737084581684054,8.80650902301131,88.13131313131312
someon,19.470567746429815,3.8954790698836894,5.579594008749649,6.051025391896213,88.63636363636363
elementari,23.127830024381748,4.03297555089713,14.103369167117064,8.213201814356495,87.87878787878788
situat,25.542784163473822,4.67255461241509,7.745206975421072,9.825461737898593,91.66666666666667
excit,27.96934865900383,4.034502903879859,9.97857887441722,9.13204348373942,94.44444444444444
scientif,18.773946360153257,4.62100644924797,8.503155893100564,6.9383827622942364,86.11111111111113
theme,23.71995820271682,4.820742564307635,8.67133828403975,8.726635404528116,94.44444444444446
mark,16.00931560363609,4.3323591965853785,4.721564674302084,5.520527511782518,86.81917211328975
quit,17.972831765935215,4.636210553939686,5.925851872447976,6.655648897650341,87.87878787878788
medic,26.29745733194009,5.12805292694636,11.624683551553892,10.158424688133614,91.41414141414141
shift,17.537566913942552,3.9015729719438923,5.247684991157933,5.797471502588224,83.1900565943119
heart,14.042043149548219,3.4996240935195786,6.687124518493295,4.61210880135727,74.17557932263814
grandson,19.888540578195748,4.074179368863035,5.929184278955749,6.824143701699632,82.32323232323232
barbara,20.32905116069416,4.071204297611916,9.594516982480588,7.09900189728686,88.67102396514161
thank,15.360501567398117,3.930990026732149,4.749824788314084,5.59865120846598,80.3030303030303
rate,23.066875653082548,4.660110156862623,10.50824926817229,8.023471596962096,92.8030303030303
detroit,21.22693442550755,4.076083772151063,9.124433052497887,7.04602164706849,83.39719029374203
pacif,21.418375779430544,3.9767105623421695,7.43993852853466,6.988178961745873,91.55773420479302
elector,23.371647509578548,3.9806637112386447,8.507737952048755,7.849066978246675,88.88888888888887
belief,12.51596424010217,3.612189804155164,7.799809844553651,4.545784314848544,69.44444444444444
smoke,17.87994891443167,3.5342948020359617,6.331641789904961,5.618367946970306,83.33333333333333
injuri,13.370520622041917,3.0212277357418795,12.467580248361072,4.2811760258589855,68.13725490196079
legal,14.942528735632182,3.6599195848654595,4.885620353505849,5.3117518356873665,72.22222222222223
intrigu,21.455938697318008,4.558732102633955,5.850352037506235,7.680155623383913,93.93939393939394
husband,19.667943805874838,3.5442225964237033,7.078899236705348,5.630968609077822,88.88888888888887
martha,27.713920817369097,5.014681680546487,8.474136186428707,10.503224623984789,92.5925925925926
coordin,26.715430163706028,4.852296288428115,10.358264940896648,9.644088571199468,94.19191919191918
field,23.719958202716825,4.210912173385112,8.752149141853257,9.650753384215015,77.27272727272728
bronx,16.495937906023936,3.7365216318481203,18.68757888629061,5.903168019122877,78.1301862437765
fame,10.968372023138755,3.0271013064034054,6.907341559027589,3.291647827441457,73.74727668845314
late,14.431673052362706,3.3872870774482524,4.822527198675156,4.7398816795582,74.68681917211329
subject,18.773946360153257,4.304844381822972,6.309495171655384,6.42519216009714,91.66666666666667
gag,18.007662835249043,3.9726451080793157,7.905197200361982,6.382808114826399,86.1111111111111
treat,13.537675606641123,3.1035812609062554,4.341119015162797,3.8580936343746064,75.0
bouvier,20.178799489144318,4.628643214161617,6.800539155602903,7.48937535081389,90.74074074074075
modern,18.518518518518515,4.463307253781154,5.209419185844493,6.227399948833676,91.66666666666667
andrew,35.08329429851427,3.6448196178771117,12.527772897071051,11.497797146433017,90.01219087425984
aw,15.743643329850224,4.186023262280179,6.3455268170206836,5.748297088205677,82.82828282828282
system,14.942528735632182,4.091986916138949,14.799217301021487,5.739028832605932,74.24242424242424
organ,21.397886915128296,4.078206026726595,7.244825310738231,7.2580507990659555,83.75420875420876
psycholog,33.159177986764185,4.880830019150925,11.52773134971836,12.632319969341859,100.0
matern,30.012771392081735,5.049810799149264,11.34021405852053,12.092435402514788,95.37037037037037
adolf,13.198573127229487,3.0170093138248224,6.2097168880077644,5.100068612382699,64.75095785440612
trade,17.11366538952746,5.232711318831118,9.164117896376737,6.549289589943908,94.44444444444444
sheldon,26.81992337164751,4.519055637650779,13.355556319232049,10.153842629185425,91.66666666666667
back,20.161183775928126,4.1439456451940595,10.418101028869737,6.876959472083609,91.698595146871
differ,24.28596307906653,4.541263002893987,6.335243218813102,8.673108624997006,100.0
face,14.698711250435387,4.061474569052149,7.379718349167472,5.489931446149874,73.23232323232324
reelect,25.850800090151,3.8032436934359986,7.219909854728517,8.521259518160564,93.51851851851852
neil,11.302681992337163,4.0665773165171775,7.989392533534945,4.278497542870889,76.38888888888889
transport,20.013522650439484,4.8719078682711965,6.453931103353057,6.927870980001334,92.89215686274508
research,19.896004378762996,3.4461992639249592,5.492906809103243,6.244037186681265,84.52380952380952
compil,28.01724137931034,4.632032028592048,10.456544898450119,11.397298876250044,88.54166666666667
consecut,28.01724137931034,4.802140967043542,20.90879411663631,10.192790130245026,92.70833333333333
obtain,17.24137931034483,3.350057848494221,4.720093474002542,5.125605690917215,87.5
stitch,15.673981191222568,3.6627313028563937,4.663702907628816,6.871838769842137,63.63636363636364
confer,21.264367816091955,3.484655830097255,16.217052132375684,7.6720849513728995,79.16666666666667
denmark,25.0,4.024622839272828,9.587958349084163,8.07888587236675,90.625
stagger,33.80355276907001,5.429583647048165,7.6255353979674405,13.055743871235814,100.0
examin,18.390804597701152,4.168528128114369,6.218426750060139,6.336987525344513,87.5
dorothi,19.348659003831415,3.690275725397208,11.578290204703485,6.1874978521598685,86.11111111111111
gosl,31.03448275862069,4.288807175504314,7.794082270868415,11.2478092030654,100.0
core,14.942528735632184,3.261280456373072,9.36801951957112,5.132478779339497,70.83333333333334
luther,14.36781609195402,2.5928726073060933,3.4142066737688586,4.149627134953092,62.5
jean,17.241379310344826,4.031066359668717,5.340389704113544,6.3971270490394865,79.16666666666667
insist,22.988505747126432,4.085842791640243,8.124927754468288,7.611216463754353,87.12121212121212
continu,17.241379310344826,3.921096944912197,5.088949219331706,5.039119328270159,93.05555555555554
familiar,15.72622779519331,3.845024352601933,4.341604991111847,5.522057927638876,78.78787878787878
liberti,17.241379310344826,4.527074240810109,5.774539789454392,6.3908267179857265,83.33333333333334
bear,23.371647509578537,4.431996517635199,7.350768067631191,8.073015109339382,94.44444444444444
kappa,14.559386973180075,2.797346987868999,15.065809821643356,4.479535379222654,73.61111111111111
score,22.644292826848613,3.9627581520066206,6.2026498879999,7.5894333065086865,89.57219251336898
blue,16.091954022988503,3.7011581153991546,5.49159764940376,5.200064148825275,81.94444444444444
martin,20.114942528735632,4.153063679164233,6.4607031169456,6.919481769132961,87.5
patienc,21.99582027168234,5.569544720374647,7.331242248249706,8.248955759179479,100.0
senior,17.038539553752532,3.637480972663302,9.344165859752609,5.866787417396596,73.52941176470588
grade,14.559386973180079,3.9096417975417257,7.879995876146948,5.2980056588428015,75.0
commend,21.577847439916404,4.752584437453334,8.727572643858428,7.6962969674059405,95.83333333333333
talia,25.28735632183908,3.91054184483512,6.199525756898863,10.110558536621289,77.38095238095238
franchis,23.71995820271682,4.24444451386958,8.848632724023632,8.123053275807667,90.9090909090909
joke,9.770114942528734,2.71830647101275,8.783807003677104,2.9279356678923674,62.50000000000001
trifl,25.86206896551724,4.2561600054984705,18.14323516272037,9.185882676380633,87.5
intend,13.793103448275865,2.9055981305199494,8.067287535654147,4.194302209697928,70.83333333333333
particip,27.586206896551722,4.824908072442353,7.268863763932323,9.982015418628361,94.44444444444444
share,21.305418719211822,4.142447212226243,6.47794720486222,7.826483973430605,86.60714285714286
partner,18.96551724137931,3.919378672806626,8.173820406199527,6.14110450530946,91.66666666666666
tank,11.930241775663891,3.3688205898768895,5.12477618024556,4.227008630466031,67.816091954023
farm,21.819262782401903,4.769745612777308,15.757443969516668,8.014317354192762,88.93678160919539
entitl,23.123732251521297,3.9562709856615252,5.971602015836405,7.875952882957369,87.00980392156862
epic,16.823406478578892,3.273464567667118,15.177028888840294,5.316646307745659,73.86363636363637
mysteri,18.652037617554857,4.2502241564064995,12.759576242857456,6.451330723642487,82.57575757575759
unsettl,28.996865203761754,4.594503403740835,7.2900037177160115,9.742290425475415,95.45454545454545
edit,16.47509578544061,3.331156855332944,5.525963091515173,4.9910077093141805,80.55555555555557
process,22.413793103448274,3.9606172033403215,16.76861747826386,6.878243238599266,91.66666666666667
period,18.025078369905955,4.24022693688318,5.505187619693274,6.215927445179309,90.9090909090909
access,36.015325670498086,5.173144552504668,8.148619081984489,14.237029909389785,100.0
cabinet,14.367816091954023,3.2664352726897836,5.037973813533112,4.665108766624282,79.16666666666667
conserv,24.521072796934863,4.644489501357436,10.754665108766627,8.825045534210798,81.94444444444443
vein,13.2183908045977,3.87642187016736,5.967559022646826,5.202927935667892,70.83333333333333
further,25.004609994468005,4.575271620227683,8.899693890283825,8.7305497570253,97.05882352941177
barri,14.965066486364659,3.760590115285951,14.219409197405211,5.159128842780798,80.06535947712419
voyag,23.371647509578544,4.135308200740003,5.605576365739946,8.22937787094631,94.44444444444444
josiah,16.227180527383364,4.407671175277906,4.978946112965273,6.202760151450525,79.41176470588235
root,10.53639846743295,3.8391926412133293,5.888518505790578,3.923960731754814,73.61111111111111
magazin,20.689655172413794,4.257878277604041,16.211897316058973,6.7614007354204615,87.5
carolin,23.706896551724142,4.721811746108115,9.656259665280595,9.041547819512697,96.875
narc,10.031347962382444,2.0750478773091237,2.500554533270434,4.2044556357763,40.90909090909091
beta,27.39463601532567,4.219503533912964,15.188379898507394,11.639002485766982,83.33333333333333
potter,13.2183908045977,3.3557854221794567,5.3678820578026745,4.6118423313515935,70.83333333333333
rob,10.919540229885058,1.8351146087494419,2.037870717206777,3.6049348774871994,45.833333333333336
hunter,13.556457065584853,3.2139774360550097,4.197031230100893,4.448303256833164,72.79411764705883
albeit,16.091954022988507,4.881611051926183,7.298074389727025,6.117621453199996,87.5
anna,18.18181818181818,3.6439865162501683,24.192021593994173,6.052691595150099,81.81818181818183
hot,9.770114942528735,2.381525138320905,2.986356919481769,3.0413416268600297,54.16666666666667
latest,24.033437826541274,3.860801214662172,11.524451012062272,7.7925202053178975,87.5
hallucin,22.126436781609197,5.187033918691364,18.977456269974915,9.948795491253996,88.54166666666667
continent,28.494216841422546,3.6752709187240065,12.72499534342873,10.236463328464357,79.46708463949844
dri,13.852556480380498,3.992731116485814,6.354585001736048,5.087744453832399,74.42528735632185
search,18.80877742946708,3.332823058586831,6.114549390950642,5.891486430336563,72.72727272727272
comedian,22.413793103448278,4.608405787140452,33.722808343929344,10.113749613388777,87.5
mayb,18.39080459770115,3.874703598061789,6.824976803326576,6.2201450221657115,87.5
cold,20.554428668018932,3.5600576530828834,8.591966976831628,6.924434435790193,78.18627450980392
exact,16.666666666666664,3.324856524279185,4.159936767586515,5.740747104711502,79.16666666666667
julian,24.085684430512018,3.8465864181524525,5.977712448725199,8.854880986225707,74.24242424242425
deserv,31.03448275862069,4.654799133990859,9.161826866902643,12.161929963228978,100.0
sure,13.897596656217345,3.76317211775475,4.524210453967491,4.677136671363278,82.95454545454545
interact,24.033437826541274,4.449699927207746,10.381643855302745,8.190065887924922,95.45454545454545
list,9.939148073022313,3.0513480350042355,3.4831397076511625,3.450391462815581,60.294117647058826
danc,18.45841784989858,4.0373329991125635,4.5837435286840265,6.241977185389431,89.95098039215685
spain,14.36781609195402,3.2703013849273175,11.359926457953883,4.748874531770852,70.83333333333333
treati,15.708812260536398,4.472662290800372,6.758536948577845,5.556891989415444,86.11111111111111
carri,18.96551724137931,4.005292278085157,5.226983745145882,6.493350286951442,83.33333333333334
grow,13.2183908045977,4.2057052882167145,4.376282846333364,4.591847892304953,86.74242424242425
cite,11.34453781512605,2.9753686415629526,3.4255270546996766,3.35903425599251,73.94957983193277
courag,22.60536398467433,4.508746005017355,8.04036793933354,7.232780049715341,100.0
briefli,19.54022988505747,4.369565964466133,6.402281865356199,7.670366679267329,83.33333333333333
crazi,18.913270637408566,4.0955796669051425,8.317842849957357,7.219085941722459,81.81818181818181
blacksmith,21.185097106619104,4.2283121472357745,7.298923650652766,7.469091839866521,83.76436781609195
admir,21.23056118999324,5.5924703294837315,7.66854733233202,8.213037440138434,95.83333333333333
special,20.65277521666974,3.8462096846961504,8.926818699137538,6.125465472562503,89.57219251336898
post,19.97126436781609,4.705917729131585,7.64459259768377,6.646276504347229,100.0
solid,21.839080459770113,3.020722361593182,6.1840613079487285,8.544967181002784,62.50000000000001
camp,15.517241379310345,2.9262173957867974,5.03453726932197,4.9400323035155855,70.83333333333334
journey,14.36781609195402,4.031066359668717,10.06907453864394,4.89879377298189,83.33333333333334
effort,19.54022988505747,5.074057527750095,7.787209182446133,7.512285645554831,87.5
digit,16.666666666666664,5.30086944568542,11.947145950032649,7.309529537097495,83.33333333333334
pretens,25.23510971786834,5.109204002636767,19.446935071183326,9.936611379959949,86.74242424242425
navi,15.708812260536396,3.8180006185779582,5.975577625806157,5.961258691593068,79.16666666666667
killer,14.733542319749219,3.9376548397476956,4.880986225705977,5.539084442139531,77.65151515151514
intellectu,31.03448275862069,5.039692085638682,10.398982782913503,11.888724698443244,100.0
reloc,28.49782005548949,4.188140130422778,10.569624978225345,9.239800870038193,96.55172413793103
millionair,19.15708812260536,5.498470737826042,21.373013963824647,7.501976012921407,100.0
aristotl,28.448275862068964,6.053043059898966,8.39075225952782,11.539056324959622,100.0
jackson,17.647058823529413,3.803445843095478,14.653020216987448,6.3347638790902465,77.45098039215685
passer,32.32758620689655,5.379050826488883,9.180727860063921,11.736228049073853,100.0
cbs,13.984674329501914,3.9755088949219335,6.457266572734459,5.063747895116671,77.77777777777777
shapeless,35.05747126436781,5.048283446166536,14.091549537784804,13.687755592975705,100.0
request,23.768001056942794,4.272690968169306,6.364993385639907,7.943512693290801,93.77394636015325
militia,24.494649227110582,4.399013593309878,7.7571097952175165,8.816513424445207,82.75862068965517
johnni,21.908742598397772,3.985662321000305,6.3126193027564215,7.672657708741426,88.13131313131314
phi,14.942528735632184,4.541393175023197,8.186993825675568,6.51225128011272,73.61111111111111
predecessor,26.907001044932077,4.351289797525064,17.36907547588327,9.571088041138559,95.83333333333333
tortur,20.167189132706373,3.616181749450934,7.202996666552117,6.614410367116646,87.5
excess,35.05747126436782,5.483006288875907,12.416234234853432,13.349255988178289,100.0
religion,23.001717532038576,4.023719265148347,22.789423185929287,8.06256722492735,84.09961685823754
loss,12.068965517241377,3.4215093302175332,12.344925942472253,4.111825148630538,69.79166666666667
els,9.195402298850574,2.8643595999862543,4.7389944671638204,3.4726279253582604,58.333333333333336
warm,14.942528735632184,4.8438090656036294,10.062201450221657,6.611911062235816,75.0
ugli,11.650992685475444,2.550228217776931,3.0560250430349063,3.54338949479676,57.57575757575758
standard,22.77951933124347,4.023412238471176,9.51891505175123,6.965875115983367,91.28787878787878
exasper,28.73563218390804,5.331798343585691,13.96955221828929,13.947214680916872,83.33333333333333
bridg,16.091954022988507,3.4554452043025536,14.86133544108045,5.984741743702534,75.0
hand,10.919540229885058,2.622083233100794,4.1015155159971135,3.3368844290181796,62.5
signific,28.017241379310345,4.211055362727242,9.577219148424346,9.124884016632876,92.70833333333333
onassi,25.43103448275862,5.6844736932540645,9.513213512491838,9.889515103611808,100.0
shot,10.76280041797283,3.2453473877577803,3.2453473877577803,3.7084998234865933,65.15151515151514
cgi,17.816091954022987,4.426268943949965,9.61201415856215,6.5930100690745395,91.66666666666666
arriv,16.903313049357674,4.084130645281928,6.365389552501299,6.149999090326533,81.12745098039215
clemson,17.624521072796934,5.120450874600502,7.041479088628476,7.091881737058548,94.44444444444444
portray,20.977011494252874,4.745008419533318,7.591755730437472,7.393295302244064,89.58333333333333
employe,31.069313827934515,3.759266953878453,9.161410316089171,9.825392312763015,94.44444444444444
irrit,19.958202716823408,5.009075600848515,15.758585893298427,9.618262420764225,82.95454545454545
bizarr,20.689655172413794,3.5963435169593456,6.318086532183237,6.54146190590742,87.5
treasur,26.4367816091954,4.429705488161106,9.782123097013644,8.593078799958763,95.83333333333333
album,17.69418321142459,4.2296569599913365,6.2259767335543135,6.557863594187866,87.12121212121212
tupelo,22.98850574712644,4.314581257087873,9.158390322691503,7.94185367194749,91.66666666666667
articl,14.435429344151455,4.507432032230742,8.318761712045896,5.89539159421286,81.61764705882354
skill,24.67269039277153,3.8959385009279597,6.913849144530208,8.217493921267856,86.63101604278074
numer,17.28645481180978,4.572894830291991,7.77925796250663,6.1108494396074535,94.11764705882354
credit,23.650296064089165,3.51537645259079,3.7971730779043744,7.195498751909625,85.35353535353536
middl,32.183908045977006,4.464070930272518,11.379543397825813,10.63438606137668,100.0
stuck,22.413793103448278,4.323172617615726,7.460737482387712,7.9229526787862135,95.83333333333333
hearst,23.191345503718725,4.409793746702434,5.374350846905999,7.465892298704424,100.0
tradit,20.689655172413794,4.182274304958933,5.187463486717757,7.209869754974397,91.66666666666667
bring,12.260536398467432,3.372968143235163,6.818676472272816,4.214921474964775,68.05555555555556
fulli,16.718913270637408,4.428299629165639,21.48105683106886,7.647404315674703,62.5
label,13.793103448275861,3.2670080300583066,8.56845023311225,4.468652989220707,77.77777777777777
clarenc,34.06478578892372,4.902386523748083,9.00395410859688,12.516102292383266,85.35353535353536
obsess,28.422152560083596,5.146693575849218,11.288839458192358,10.45959092627363,94.44444444444444
older,15.517241379310345,3.6822571222378784,5.450359118870065,6.101584246881337,62.5
drink,17.24137931034483,4.111252391262014,6.566090472753933,5.771676002611774,88.88888888888889
discern,23.824451410658305,5.548456835442643,11.121281893473379,8.873781979386983,100.0
pride,21.31661442006269,3.6139948576802077,9.72104633398836,6.8437215899328,90.9090909090909
hors,18.289384719405003,3.5348900204777607,5.864968070461286,6.046700614332815,84.55882352941177
colonel,22.413793103448278,4.196020481803499,18.619196535963436,8.581050895219768,79.16666666666667
terrif,21.264367816091955,3.4674731090415483,8.42296986150727,6.740781470153614,79.16666666666667
mgm,20.169441141498215,4.184822087736159,7.92815193317462,7.67858772253105,86.85344827586206
achiev,25.391849529780565,3.7920703304393473,5.35835345794451,9.90240214440359,77.65151515151514
trace,26.872770511296075,4.355227279998957,8.926245836152681,8.760817707919813,93.10344827586206
tom,9.803921568627452,2.045148104948018,2.3114802813114665,2.651496008554974,55.63725490196079
expect,23.563218390804597,3.6221175985429053,4.788824358225369,7.4401182171208635,83.33333333333333
bob,15.162271805273832,4.838401562212569,6.75910128304389,6.231566477926268,79.04411764705883
cameo,16.508125247720965,3.5391072806151653,5.8507757702302845,4.8758044772246,86.49425287356323
mini,14.263322884012538,3.3207951538478366,5.341483149998907,4.995954250224157,73.48484848484848
abc,13.601532567049807,2.6066187841506583,6.930936916503431,4.294534749189548,69.44444444444443
saturday,18.787158145065398,3.391513631822874,6.501467641381207,5.653233728851922,84.48275862068965
brought,20.498084291187737,4.808298108755169,6.7327628669942845,7.312393323940114,94.44444444444444
keyn,36.7816091954023,4.519055637650779,6.635966871713805,14.651706244200831,100.0
childhood,18.55983772819473,5.3953744114918045,8.324927276660002,7.166710802675653,91.17647058823529
baffl,28.840125391849526,4.301147493353412,7.7998619134053335,9.40972666976997,95.83333333333333
aunt,17.241379310344826,2.56652576835401,6.713861873833007,4.753886158745432,65.27777777777777
languag,20.50935316655397,3.7658460064324024,6.55065971541371,5.808703081906326,94.28104575163398
danni,20.376175548589345,4.8339680526353614,5.99614482222132,7.770755425314001,92.67676767676767
cambridg,22.413793103448278,4.390185229732981,25.17268634660985,7.610227155572358,91.66666666666666
bing,17.624521072796934,3.2360791321580358,6.942548270428954,6.375726750997379,67.17171717171718
secondari,20.010449320794148,3.2862735051813714,7.133797162664135,6.5505218861004275,77.65151515151514
draft,18.66125760649087,4.105659584016431,5.279744806269875,6.020825457919516,94.11764705882354
ball,17.81609195402299,3.4795010137805424,5.505343826248325,6.934946218083096,70.83333333333334
moral,11.49425287356322,2.646139042578783,2.8471768789305476,3.857520877006083,58.33333333333333
dreamlik,33.751306165099265,4.757583047214993,11.918560150458156,12.4926192402738,100.0
toni,15.556876734046767,2.9624788622905633,11.403934961623282,6.15111788413158,62.93103448275862
settl,24.455013872374156,4.092864904707,11.131914712082772,8.03949892815371,89.65517241379311
consist,29.310344827586206,5.013918004055123,13.196329770782501,10.943675040379397,100.0
repuls,23.928944618599793,4.662609461743453,6.077528437403348,7.987778399132742,95.45454545454545
mayor,16.610322289835473,4.099056028473454,5.827503000237863,5.694151608201617,83.00653594771242
frida,20.68965517241379,3.0275954500154647,6.421182858517477,7.3078112649919245,75.0
impact,15.67398119122257,4.15197023327887,11.09316471356404,6.607537278694364,81.81818181818183
nostalgia,29.885057471264368,5.244166466201587,11.06739063198048,11.258118835698822,95.83333333333333
charg,14.604462474645029,4.437488250051043,5.099932684163394,5.590145608399723,82.84313725490196
equal,21.771467207572684,4.446281760238375,7.125472272141958,8.348477711989295,85.29411764705883
declin,20.689655172413794,4.147908862847521,13.905976150383177,7.022578095467198,91.66666666666667
christma,15.534656913967257,3.178282706788841,20.677686518437064,5.164917673938603,62.37373737373738
cash,12.835249042145593,3.417070460611476,4.580340676082798,4.640480199777771,72.22222222222223
translat,22.222222222222225,3.3924418937649636,7.27630960972313,6.552344295909367,84.72222222222223
govern,25.862068965517242,3.5551049864256505,33.48053197704389,8.565586446269633,79.16666666666666
lesson,15.151515151515149,3.2223850241651544,13.786634342323541,5.189025552268276,69.69696969696969
amalgam,29.832810867293624,5.332735582916002,9.781029651128282,11.96229798587268,100.0
flora,17.81609195402299,4.503591188700643,7.393724870270457,7.0346060002061925,79.16666666666666
sitcom,19.396551724137932,4.305560328533627,6.205110141241968,7.243805629059419,84.375
exil,15.517241379310342,3.8295989552905603,4.318017801299014,5.294425925289529,80.20833333333333
extravag,34.48275862068965,5.595787421623362,12.549790839422787,13.946902267806767,100.0
invit,19.54022988505747,4.527646998178632,7.032887728100623,8.331901439912025,87.5
spot,14.268727705112958,3.2180273999224998,14.21520587862363,4.852637429180526,70.6896551724138
pretenti,23.563218390804593,6.498505103268154,15.82872263651672,10.553627272414861,95.83333333333333
contract,23.754789272030653,3.9692085638681744,6.065500532664354,7.032887728100622,93.05555555555554
thorough,37.51306165099269,5.617187719665469,8.254735401716399,14.502997603791446,100.0
lichfield,30.45977011494253,6.092992886353484,10.325097082373965,12.723804941750576,100.0
subtl,22.413793103448278,4.907385133509743,9.407539777999244,8.90752259527819,87.5
construct,25.8098223615465,5.186682453942497,16.49650565936349,9.433157653027752,100.0
ceremoni,20.114942528735632,3.857520877006083,7.823292896663116,6.763119007526033,83.33333333333334
discov,21.29817444219067,3.863821208059842,6.602679561119613,5.861396759810493,97.05882352941177
chair,16.655397791300427,4.508543855357876,6.303767597970149,6.077090446474477,83.33333333333333
jacquelin,23.802681992337163,4.144042750609986,6.475881187211474,7.494386977788468,91.31944444444444
